Comment,Sentiment
kingsman umbrella,LABEL_1
should i buy a console or umbrella ,LABEL_1
 me ooooh umbrella   ,LABEL_1
marry poppins is that you ,LABEL_1
 i wonder what umbrella marry poppins uses ,LABEL_1
 back when news was hard to find oh how lucky the world was ,LABEL_2
fortnite has been quite after this umbrella,LABEL_1
9 year olds that play fortnite oh i know this this is from fortnite,LABEL_1
wind machine you meen a huge fan right ,LABEL_1
i was for real bout to be mad if they only showed it with the machine because i am like do you see the size and power of that damn thing ,LABEL_0
who use umbrella when its windy idiot,LABEL_0
why would you need an umbrella for 20 mile wind ,LABEL_1
i would like to see an umbrella that can shoot bullet,LABEL_1
where is lisa guerrero,LABEL_1
that isnt lesa,LABEL_1
lol she got blewn away,LABEL_1
it looks like johnny english reborn t 2 bullet proof shield,LABEL_1
this is just advertisement to all the simpletons out there,LABEL_0
what is the point of that it s mean for the rain not wind or something,LABEL_1
one fun fact this video was used in an ad,LABEL_2
kingsman umbrella,LABEL_1
rolls royce needs to step up there game ,LABEL_1
the fortnite umbrella,LABEL_1
first world problems ,LABEL_0
imagine wanting this for your birthday,LABEL_1
kingsman on fortnite,LABEL_1
so is it indestructible or not ,LABEL_1
why would you need an umbrella for dollar350 dollars when you could either get a cheaper one and if it breaks buy a new one buy a koningsegg and get a free umbrella ,LABEL_1
kingsmen ,LABEL_1
do these people not realize how goofy they look,LABEL_0
 top 10 items that can defeat thanos even with the guanlet 10 ,LABEL_1
kingsman,LABEL_1
i bet the umbrella broke when the camera turned off,LABEL_0
fake,LABEL_0
inside edition its even happened to the president me so you are saying the umbrella has never turned inside out to trump because he is president ,LABEL_1
have not they heard that opening an umbrella inside is bad luck xd,LABEL_0
the fortnite kids look it is the kong is mans umbrella can we use it to fight narrator one day later fortnite kid well i guess it did not work with blood and a sign through him  ,LABEL_0
hold on a second is this the umbrella from fortnite ,LABEL_1
hhhhmmmm that maybe industructable but the biggest question here is this will it able to serve its purpose most specially if the is strong ,LABEL_1
my umbrella braking is not that big of a deal especially when you live in the fricking desert so i do not really give a frick,LABEL_0
ayo if i buy a 350 dollar umbrella i better hope that it is a shield that is also a gun that is also 1 sided see through with amnesia bullets,LABEL_1
ok but why tf does she need eye protection against wind,LABEL_0
woahhh they made the thing from fortnite,LABEL_1
kingsmen ,LABEL_1
i love how they chose to say wind machine instead of fan,LABEL_2
wind machine sounded like a car ,LABEL_1
the fan be like fan lady i am your biggest fan can i have a autograph for my son sun  i have no friends ,LABEL_1
this is also known as a kingsman umbrella from fortnite lol,LABEL_1
so it is basically a kingsman,LABEL_1
try skydive with these,LABEL_1
that is cool but can it be a parachute tho ,LABEL_2
we are one step closer to fortnite,LABEL_2
ah yes i like to use my umbrella up close to a tornado,LABEL_2
waste of money for a umbrella in florida it rains sideways  ,LABEL_0
kingsman umbrella,LABEL_1
hope they make kingsman ones,LABEL_1
kingsman is jealous,LABEL_0
i can think of a way to test it,LABEL_1
7yr old ooh is this the kingsman umbrella from fortnite,LABEL_1
just like the kingsman umbrella in fortnite ,LABEL_1
i smell kingsman,LABEL_1
just do not go outside during a storm xd,LABEL_0
9 year olds they stole the fortnite kingsman,LABEL_0
i am stupid i thought this was the umbrella from kingsman,LABEL_0
me coughs kingsman ,LABEL_1
kings men confirmed,LABEL_1
it is mary poppins umbrella,LABEL_1
now use kevlar,LABEL_1
fortnite kingsman umbrella,LABEL_1
good umbrella yes worth dollar350 no,LABEL_2
my soda can is made from aircraft grade aluminum too you are not special or tough ,LABEL_1
you can just steal one,LABEL_1
 with a wind machine otherwise known as a fan ,LABEL_1
well the last time i used an umbrella was in 2016 so i do not really need that also yes it does not rain here and if it does who needs umbrellas you can go play outside ,LABEL_1
 wind machine you mean a fan cause it is a big fan like a really big fan ,LABEL_2
how is mary poppins going to work ,LABEL_1
no because your gonna stay home anyways corona ,LABEL_1
well no cause i do not go out in a storm,LABEL_0
the kingsman in real life,LABEL_1
 kingsman ,LABEL_1
wind machine ,LABEL_1
one 350dollar umbrella and you fall on the ground or 35 of 10dollar umbrella is and it s breaks but you do not fall on the ground ,LABEL_1
imagine you have that and theres a tornado fly fly flyyyy,LABEL_1
imagine you have that and theres a tornado fly fly flyyyy,LABEL_1
to much,LABEL_1
hi,LABEL_1
wind machine  ya mean a fan ,LABEL_1
fun fact it can be windy sometimes,LABEL_1
if she jumped i think she could have flew,LABEL_1
what a waste of money my dollar5 00 umbrella does exactly the same thing as the dollar350 00 one  ,LABEL_0
i would not mind personally buying this if it will last a long time we only have wet and dry season here in my country and it is normal to be visited by 80 100 monsoons and typhoons in a year i can not count how much money i have spent on cheap umbrellas that does not last a week on a normal typhoon winds ,LABEL_0
daven,LABEL_1
that is a air boat not wind machine,LABEL_1
is not that the umbrella from fortnite ,LABEL_1
that is for the royalties,LABEL_1
when i first saw the title i was like kingsman ,LABEL_1
pilot where is your parachute me nah fam i got this umbrella with aircraft grade aluminum pilot  ,LABEL_1
shoot bullets at it,LABEL_0
good it happens to the president,LABEL_2
now we know what umbrella mary poppins uses lmao,LABEL_1
it is a kingsman,LABEL_1
i can not be the only one who thought that they would try to fire a gun at it ,LABEL_0
sounds like a lighting magnet,LABEL_1
im mary poppins yall,LABEL_1
this umbrella is like the kingsman in fortnite,LABEL_1
i keep on watching this cuz when it happen to trump xd,LABEL_1
you know you can literally get a free umbrella if you buy a rolls royce,LABEL_2
i would rather get a cold than no getting a ps4 ,LABEL_0
flex umbrella ,LABEL_1
allow me to introduce myself,LABEL_1
 when am i gonna use this during quarintine ,LABEL_1
fortnite,LABEL_1
 im mary poppins ya will ,LABEL_1
if you want a indestructible umbrella  use the kingsman umbrella bullet proff and everything ,LABEL_1
no is not,LABEL_1
 with a wind machine  just call it a big fan,LABEL_1
is not umbrella getting popped is because they do not want us to go mary poppins,LABEL_0
now i know where mary poppin get her umbrella,LABEL_1
finally i can be marry poppins,LABEL_2
fortnite umbrella should be called kingswam 2 0,LABEL_1
fortnite umbrella,LABEL_1
just use the ones from fortnite lol,LABEL_1
the real life kingsmen from fortnite,LABEL_1
kingsman ,LABEL_1
virginity what ,LABEL_1
she fly is away and comes back as your nanny lolol,LABEL_1
the real question is is it bulletproof,LABEL_1
it evean hapened to the presidant ,LABEL_1
you can buy a life time supply of umbrellas with that money this is just dumb ,LABEL_0
i would buy that just to become marry poppins,LABEL_1
kings man,LABEL_1
ok but i thought you would be smart enough not to use an umbrella in high winds  or  do not leave your house ,LABEL_0
i rather die than pay 350 for an umbrella,LABEL_0
i am not going to spend 350 on some metal and fabric sorry boo,LABEL_0
there is a smaller and cheaper one and it is 6 pounds and it does the same job ,LABEL_1
this is more expensive then a frickin nintendo switch or a cozmo,LABEL_0
imagine how dumb you would look with your indestructible umbrella that will not flip inside out fighting against the wind so you do not lose your grip and lose it or be lifted off your feet only to face plant and then lose your umbrella idiots,LABEL_0
 mary poppins left the chat ,LABEL_1
this is gonna be the new fortnite umbrella,LABEL_1
for 350 i better be able to fly otherwise ai not worth it ,LABEL_1
this is the umbrellas of fortnite,LABEL_1
hahaha ,LABEL_2
inside edition goes inside out ,LABEL_1
who tf puts on safety glasses for this,LABEL_0
man inside edition is just exposing companys out here ,LABEL_0
oohhh this is the kingsman,LABEL_2
mary popins made this,LABEL_1
the friggin fan turns on like a car engine,LABEL_0
why do they call a fan a wind machine ,LABEL_0
fortnite,LABEL_1
is it also bullet proof like in kingsman,LABEL_1
kingsman,LABEL_1
maybe i am gonna get 100 of dollar3 5 umbrella every time it breaks,LABEL_1
i thought he said virginity im sorry guys ,LABEL_0
i am gonna be the next mary poppins ,LABEL_2
kids when they get ahold of one of the umbrelas fortnite,LABEL_1
mary poppins 3,LABEL_1
serizawa liked this video ,LABEL_2
we want lisa guerro,LABEL_1
marry poppins created this umbrella ,LABEL_1
davek has a line of umbrellas their not all dollar350 that was the elite model,LABEL_1
the new fortnite umbrella be like cuh ,LABEL_1
i am sorry i lost it at trump,LABEL_0
how about tom holland is umbrella ,LABEL_1
now where the 1 that soars thru the sky,LABEL_1
flashbacks to another the anime,LABEL_1
i got a dollar25 umbrella that does this as well,LABEL_1
give it to big tommy,LABEL_1
fortnite is best investment,LABEL_2
you just have to invent the venting propeller style you can not just resist the nature dollar350 umbrella is for dumb people ,LABEL_0
the good thing about the cheap ones is that you can remake the part where mary popping came from the sky but your version has a bit of turbulence,LABEL_2
that is the stupidest thing i have ever seen 350 dollors like actully wtf,LABEL_0
marry poppins would approve ,LABEL_2
fake mary poppins,LABEL_1
 0 30 did i hear that right lmao ,LABEL_1
eat your cereal,LABEL_0
oh so thats mery poppins umbrella,LABEL_1
 step 1 on how to become marry poppins ,LABEL_1
i mean wll the president deserved that,LABEL_0
finally now i can fornite parachute,LABEL_2
when he turned on the fan is sounds like a car,LABEL_1
me sees title gets rocket launcher ready,LABEL_1
my cousin gave me one of these thinking it was a normal one poor guy but this is how he is gonna pay me for destroying my xbox one x ,LABEL_0
 0 45 la carcacha starts playing by selena ,LABEL_1
why you got a wind machine tho looks like you guys have been hanging out with cnn ,LABEL_1
ave mmmm  but close,LABEL_1
yessss,LABEL_2
she is literally about to fly off,LABEL_1
hahaha 300 dollar for an umbrella what a scam you already have storm umbrella is for like 20 to 30 dollar which can withstand windspeeds of at least 100km h but even beyond that ,LABEL_1
indestructible huh can it withstand fire xd,LABEL_1
if i stab it it will break,LABEL_0
 0 45 sound like a car just started ,LABEL_1
try it in manchester uk,LABEL_1
wow it can take wind,LABEL_1
i know you did not search for this,LABEL_0
how bout using a poncho or jacket ,LABEL_1
future parachute,LABEL_1
it happened to me,LABEL_1
that reporter really said mary poppins lol,LABEL_1
bro in what condition would you be using an umbrella in weather that can literally push you around ,LABEL_0
mary poppins has entered the chat ,LABEL_1
omg this reminds me of the kingsmen,LABEL_1
seems to be a good weapon ,LABEL_2
how is this retaliated to news,LABEL_1
my little cousin will break that in seconds mate ,LABEL_1
they did not say it was indestructible,LABEL_1
who is this offbrand lisa,LABEL_1
can it just be a yes or no question ,LABEL_1
mary poppins would be proud ,LABEL_2
it happened to me but the umbrella broke lol,LABEL_1
donald trump nasty oop my umbrella supporters you gud  people that hate nasty ahaha,LABEL_0
but i wanna be like mary poppins ,LABEL_1
oswald cobblepot likes this,LABEL_1
it passed mary poppins quality standard ,LABEL_1
who among ya guys here waiting for the umbrella to be destroy ,LABEL_1
i would rather get wet then pay dollar350 for an umbrella,LABEL_0
am i the only one who does not use a umbrealla while its windy outside,LABEL_0
mary poppins is not pleased,LABEL_0
interesting life changing,LABEL_2
honestly the prize is too much,LABEL_0
bring the costs down then i will think about buying it ,LABEL_1
 yes i can finally complete my dream of becoming a male version of mary poppins ,LABEL_2
problem with umbrellas offs really not available when you really need it,LABEL_0
can i parachute with it ,LABEL_1
why would you go out in a storm,LABEL_0
 its even happened to the president oh the horror not the president is umbrella   ,LABEL_0
     s   s  s  ,LABEL_1
 wind machine you mean a facking fan ,LABEL_0
5 years later that umbrella will used as a bullet proof,LABEL_1
lisa guerrero should confront the umbrella,LABEL_1
cool commercial,LABEL_2
you have not seen an indestructible umbrella till you have seen neo is weapon rwby ,LABEL_1
parachute,LABEL_1
 dollar350 dollars for umbrella can i fly with it ,LABEL_1
can it block bullets though ,LABEL_1
the cadillac of all umbrellas,LABEL_1
can it stop bullets like the kings men,LABEL_1
that is the back of a swamp boat i have been on one,LABEL_1
i am just gonna bring 3 umbrellas with me then ,LABEL_1
it will be much appreciated if you people can report some real news rather than blowing some umbrellas for an example amber heards audio recordings,LABEL_1
this reminds of kingsmen,LABEL_1
she nearly became mary poppins,LABEL_1
how to become mary poppins 1 buy the umbrella 2 go to a giant fan or a windy place 3 fly,LABEL_1
this umbrella is the price of my car insurance ,LABEL_1
indestructible umbrella i am inevitable super typhoons super hurricanes amp super tornados has joined the server super typhoons super hurricanes amp super tornados anyway i start to blown them away without knowing grim reaper death this is why i manipulate environment random objects etc also me the human god bye felicia ,LABEL_1
industructible umbrella version of nokia,LABEL_1
get this umbrella connected to siri ,LABEL_1
an umbrella that more expensive than your laptop  why not ,LABEL_0
where is lisa ,LABEL_1
350 dollars nope,LABEL_1
who else seen the subs and dubs ad on youtube ,LABEL_1
 mary poppins would like to know why you know her secrets ,LABEL_1
an unbreakable umbrella that is gonna break the bank,LABEL_2
it is never happens to me,LABEL_0
did that fan start up like a damn car sounds like a diesel engine too ,LABEL_0
wind machine lol u mean a fan,LABEL_1
lisa guerrero wouldve confronted that ,LABEL_1
,
but can it protect me from tornado winds tho i think not gimme my money back ,LABEL_0
the one time you are actually paying for quality instead of being price gouged ,LABEL_1
it can fly away when the wind blows goodbye 350 dollars ,LABEL_1
she is going to fly with that umbrella though,LABEL_1
you will be able to find one on aliexpress titled indestructible coronavirus umbrella made in china lol  ,LABEL_1
you need real strong air,LABEL_1
now u can be nanny mcphee after holding it away from the wind  ,LABEL_1
 0 45 that mf wind machine sounded like a motorcycle getting turned on,LABEL_0
the good news is that the umbrella holds up the bad news is that the umbrella cost more than my family is verizon cell phone bill and our electric bill combined who is going to spend almost dollar400 for an umbrella ,LABEL_1
lisa guerrero should have confronted the wind,LABEL_1
imagine losing one of these bad boys  bummer ,LABEL_0
every anime girl needs one,LABEL_1
with a wind machine you mean a fan,LABEL_1
the name of the product acctually ibrella,LABEL_1
we do not use umbrellas in washington ,LABEL_1
if it is fills out the wrong way then it is justified why it is not worth the money,LABEL_0
just buy a luxury reverse umbrella for that much they can not be turned inside out by the wind because they open inside out,LABEL_1
the wind machine,LABEL_1
i would rather have my umbrella broken than one that flies me to the middle of the traffic jam,LABEL_0
i would rather walk in the rain and get wet than buy that umbrella or just buy a raincoat ,LABEL_0
indestructible and will probably take you to another country lol,LABEL_1
for that price that umbrella better fight off muggers random dogs and bears ,LABEL_1
trys to outsmart mother nature mothernature try again you will get it next time not ,LABEL_1
dollar350 just for u to go somewhere and it gets stolen  ,LABEL_0
it is not for wind ,LABEL_0
the umbrella works so well it would pull u into traffic and you get run over by a bus ,LABEL_2
only way i am buying that is if i lived at an actual rainforest lol,LABEL_1
for that price its a rip off they sell cheap for a reason,LABEL_1
would laugh if she flew away,LABEL_1
dollar300 can easily destroy my wallet,LABEL_0
350 00 for an umbrella that is a car payment for me,LABEL_1
if it can not do me like mary poopins then i wont buy it ,LABEL_0
where is leesa guerrero ,LABEL_1
if it aint bullet proof i do not want to hear it lady we in tryin times,LABEL_0
better deathgrip that 350dollar,LABEL_1
350dollar not worth it,LABEL_0
give it to me and i will break it ,LABEL_1
no one our victoria ricano i am puttimg my safety glasses on,LABEL_1
where is lisa,LABEL_1
whoa merry poppins looks different here lmao,LABEL_1
of course it is an asian scam artist,LABEL_0
gotta use exile for that one ,LABEL_1
that is a back of a air boat,LABEL_1
for that price i can afford to get wet ,LABEL_1
why would make something so convenient to only sell at a price so inconvenient,LABEL_0
unless it is the kingsman is umbrella i will not be spending dollar300,LABEL_0
you can glide with umberella now,LABEL_1
the undestructible umbrella me really inside edition show japanese men me oh ,LABEL_1
lets put the umbrella into the fan than i will see if is destructible or indestructible,LABEL_1
indestructible you say set it on fire  ,LABEL_1
i wonder if spy is will start to use this,LABEL_1
everyone gansta in tell the new reporter flies away like mary poppins,LABEL_1
im not gonna spend 300dollar on something i dnt even wanna carry around,LABEL_0
this some kind of fortnite umbrella,LABEL_1
1st world problems ,LABEL_0
i remembered that one time when i accidentally broke my umbrella because of the strong wind and my dad saw what happened after we came home he punched me in the guts saying that umbrella was expensive and you just broke it your mom is gonna kill you ah those good old memories ,LABEL_0
i would rather just buy a new cheap umbrella every time it breaks than waste dollar350,LABEL_0
not 350,LABEL_1
now you will see kids doing fortnite with this,LABEL_1
a wind machine you mean a fan ,LABEL_1
looks like someone is been watching kingsman ,LABEL_1
for 350 dollars i think i could manage buying a few cheap ones just to replace ,LABEL_1
just put a jacket on and walk threw it,LABEL_1
why is this video so stupid and entertaining at the same time ,LABEL_0
you can jump from top of burj khalifa with this umbrella,LABEL_1
i thought they added rifle guns in those sticks lol no one beat king is man,LABEL_1
can birds really walk this is a robot bird he she can walk let me show you it can walk but it can walk left to right,LABEL_1
but can it hold rain off my shoulders ,LABEL_1
i want to use it as a parachute but it seems i will die,LABEL_0
when its said indestructible i thought it meant bullet proof just like kingsman,LABEL_1
go to wellington in new zealand and that umbrella will fly away,LABEL_1
reporter almost flew like mary poppins,LABEL_1
mary popping style,LABEL_1
you gotta be pretty stupid if you think imma spend dollar300 on an umbrella when i can just replace my old one for dollar10,LABEL_0
umbrellas for rich people,LABEL_1
looks like that is gonna kill someone drag them into oncoming car ,LABEL_0
i actually think i have never bought an umbrella in my life i steal them from co workers friends family etc,LABEL_0
suck it trump ,LABEL_0
inside edition has really ran out of things to cover lmao,LABEL_0
 wind machine ,LABEL_1
i would buy it,LABEL_2
whos here waiting for mary poppins,LABEL_1
who remembers the episode of oswald where he flys with an umbrella ,LABEL_1
or you could just not go outside ,LABEL_1
they should try it in hong kong,LABEL_1
virginity and flexibility wha ,LABEL_1
for a moment i expected her to fly away like mary poppins at 0 51 ,LABEL_1
it better be bullet proof,LABEL_1
 rihanna is shook ,LABEL_1
lol she deadass got off the ground for a millisecond,LABEL_1
what a waste of money who brings umbrella on a windy weather ,LABEL_0
erm fail an umbrella aint stopping the wind dollar350 a big mahoosive lol and i find a taxi from my front door right to the pub door works best ,LABEL_2
and then they invented pocket raincoat ,LABEL_1
is this company secretly run by the kingsmen ,LABEL_1
i was really hoping the lady would fly away if it did not fold inside out,LABEL_1
i wonder and wonder can somebody explain how is life living in new york city how its feel ,LABEL_1
no it is just expensive,LABEL_0
 turns into mary poppins ,LABEL_1
still not worth 350,LABEL_0
the wong fei hung is umbrella mind blown,LABEL_1
why am i suddenly having mary poppins vibe ,LABEL_1
looks like marry poppins sold her umbrella,LABEL_1
one kid one dream two umbrellas one massive storm flight achieved,LABEL_2
marry poppins y all ,LABEL_1
for 350dollar i expect the umbrella to be gold,LABEL_1
with that kind of wind you could destroy a house instead why try it with umbrella ,LABEL_0
imagine if you bought the umbrella but you forget to bring the wind storm ,LABEL_1
so mary poppin is real now,LABEL_1
 1 24 mary poppins,LABEL_1
you can buy them in taiwan for like dollar10 us,LABEL_1
this channel is cancer,LABEL_0
 wind machine its a fan ,LABEL_1
davek means tax in slovenian language d,LABEL_1
id rather have my umbrella broken than fly 50 miles away,LABEL_0
i was scared for that last reporter is life the umbrella almost dragged her to the road,LABEL_0
millionaires toys only this is not for regular people cnn,LABEL_0
ah yes a wind machine,LABEL_1
as a washingtonian i do not believe in umbrellas ,LABEL_0
this video show us that cheap umbrella prevent you from getting drag by the winds ,LABEL_1
capitalism at work ,LABEL_1
is cheapo even a word ,LABEL_0
im gonna rain coat than dollar350 umbrella,LABEL_1
 breaking news 2 kids died while trying to glide like in the video game called fortnite ,LABEL_0
hahaha these guys think they are geniuses no one can beat feitan is umbrella,LABEL_1
have not needed an umbrella for 25yrs people scared of water lol,LABEL_0
 the umbrella is holding up wow  flies off the ground gets hit by bus ,LABEL_2
thing still turns inside out ,LABEL_1
i would buy it  but my ass never have an umbrella when i need it even though i have 10 a home soooo ,LABEL_0
zoom on the handle and you will see waynetech,LABEL_1
do not use it when windy that is how you saved 350 ,LABEL_1
thumps up if you live in a place that no need for umbrella ela ela eh eh,LABEL_0
unless it shoots i am not paying dollar350 for it,LABEL_0
i made one out of flex tape i will not pay 350dollar,LABEL_1
i bought same automatic umbrella in ebay for 9gbp very solid never break i had it for almost 3 years,LABEL_2
use poncho or raincoat than spending dollar350,LABEL_1
im gonna jump off a building with that umbrella if i live then that thing is indestructible,LABEL_0
its sort of safety when umbrella reverses cause it can take you away with it ,LABEL_1
i would rather buy airpods,LABEL_1
no business can over come the mother of nature businesses mainly just making money,LABEL_1
why in hell did i wasted my time watching this ,LABEL_0
i would totally buy this if it was around 50 dollars,LABEL_2
last time my umbrella turn inside out it never folded,LABEL_1
if its that windy you mine as well just not even bother with an umbrella ,LABEL_1
whats the point of using umbrella if the weather that bad ,LABEL_0
now put a turbo on that wind machine and see what happens,LABEL_1
 1 02 and 1 04 listen to the crazy difference in rpm between the two umbrellas lol,LABEL_1
ima go buy one and try to fly,LABEL_1
bruh who tf is gonna buy a 350 dollar umbrella,LABEL_0
 we hired a professional umbrella breaker ,LABEL_1
 wow look what happened  ,LABEL_2
i would rather become wet than become broke,LABEL_0
she flies away and comes back as marry poppins,LABEL_1
umbrella distroyed ill buy a new one 300dollar or more nahhhh,LABEL_1
can i charge my mobile with umbrella ,LABEL_1
i am sure china is going to duplicate this one so i can purchase one controllers and dollar50 for an umbrella it is a lot,LABEL_1
even if i would buy it i would still lose it at the train station or somewhere else,LABEL_0
nice ad for davak,LABEL_2
for 350 bucks that umbrella should fire bullets and become a sword ,LABEL_1
nah who needs a umbrella anyways ,LABEL_1
there is a thing people call raincoat and you use it for scenarios when the storm or wind is this strong so why pay dollar350 for an umbrella ,LABEL_1
here in asia you can buy dollar1 umbrella that can save you from pouring rain not from pouring wind ,LABEL_1
was anyone else waiting for them to be blown away ,LABEL_1
wind machine a fan ,LABEL_1
300 no thx dollar store thats where i get mine,LABEL_1
give it to a toddler see how long it stays indestructible ,LABEL_1
fortnite umbrella fortnite umbrella,LABEL_1
am i the only one who heard virginity at 0 31 ,LABEL_1
dollar350 nah not so worth it ,LABEL_0
 poop ,LABEL_0
why would you use an umbrella when it is windy tho  ,LABEL_1
sorry but i do not really find this to be news,LABEL_0
did i really waste my time watching a video about a umbrella,LABEL_0
this is the kind of news i need thank you for making me aware of the existence of these beefy umbrellas ie ,LABEL_2
i do not understand   why you do not beleive in raincoats ,LABEL_0
inside edition wind machine  me you mean a fan ,LABEL_1
fibrella leaves the group,LABEL_1
i rather have one of penguin is umbrella you know penguin from batman his umbrella has a flame thrower can shoot bullets a sword and a portable helicopter ,LABEL_1
finally they made a umbrella i can jump off roofs with,LABEL_2
now make it bulletproof ,LABEL_1
it is the umbrella from the kingsman,LABEL_1
i can see someone trying to do the mary poppins floating down with that umbrella,LABEL_1
only stupid people would pay for something like this with a lot of safety concerns ,LABEL_0
there is no market for this price ,LABEL_0
350 nah i would buy it for 150 but 350 lmao,LABEL_1
she is looks hella goofy tbh,LABEL_0
so i traded my car in for one of these and i swear it is one of the best purchases i have made i just hope my wife comes back one day ,LABEL_2
shot if and goodbye,LABEL_1
 0 52 yooooo i can not stop laughing seems like she is fighting the wind,LABEL_2
the maker of this unbrella is the son of penguin,LABEL_1
what does mother nature have to say ,LABEL_1
feel i am try jump offf my roof with it now it should work ,LABEL_2
i wanna fly with the wind machine,LABEL_1
why would you use an umbrella during windy days or go out during a storm ,LABEL_1
news there is a tornado outside it may be a f5 them bring your umbrella,LABEL_1
calling it most indestructible makes it sound like it not even really indestructible look up the definition of indestructible news reporter woman there is no degrees to indestruction it is either impossible to bust or it is not ,LABEL_1
watch them make an umbrella out of bullet proof glass,LABEL_1
worth it ,LABEL_1
 our victoria ricano tried with a wind machine me it is called a fan ,LABEL_1
such news,LABEL_1
why hold an umbrella in the wind wear a hoodie,LABEL_1
what is a umbrella ,LABEL_1
 fires happen in australia inside edition lets talk about umbrellas ,LABEL_1
 mary poppins has a entered the chat ,LABEL_1
apple makes umbrella cost 1000dollar this umbrella am i a joke to u ,LABEL_0
yes,LABEL_1
can it protect you from coronavirus  ,LABEL_1
congratulations on being true to your word of business ,LABEL_2
well how about you take off instead probably they have not thought about that better the umbrella to break than you taking off imagine where the hell you might land it will be funny to see that actually ,LABEL_0
inside edition this umbrella is indestructible kingsman i am about to end this whole man is career,LABEL_0
 what does mother nature have to say  myheadwhatmothernaturewillsay shhhhhhhhhhhhhhhhhhuuuttt uuuuuuupppp ,LABEL_1
mother nature said wwiinndd ,LABEL_1
give it to hongkong protesters,LABEL_1
the solution is not to buy a 350 dollar umbrella it is just to not use a umbrella,LABEL_1
350 dollar hell no,LABEL_0
350 better make me fly like poppins,LABEL_2
lol the girl,LABEL_1
virginity ,LABEL_1
it is supposed to be used to stop rain ,LABEL_1
fortnite umbrellas has been made ,LABEL_1
ok but why so expensive ,LABEL_0
bullet proof ,LABEL_1
wow what an idiot compare it to a pocketable umbrella of course it has a weaker body structure why not compare it to a normal umbrella with a rigid body rather than an aluminum cough the original umbrella design ,LABEL_0
so this is a commercial for a 350dollar umbrella that nobody needs  ,LABEL_0
ide rather have a ps4,LABEL_1
the second video is a hotel in ireland were i was today for an indoor classic car show,LABEL_1
i had an unbrella that the top ripped right off like nothing p,LABEL_0
now i can have a fortnite glider like the cool kids ,LABEL_2
but have you seen trevor noah is umbrella now that is the model i want ,LABEL_2
anybody spending that amount of money on an umbrella is retarded af no cap lmao,LABEL_0
why is it always a women testing products for the news feminism weeeeeee,LABEL_0
cool at bruh,LABEL_1
they should have never created such a dangerous device i am going to be mary popping all over my city just you wait ,LABEL_0
no mary poppins this time,LABEL_1
 1 25 she did that by herself,LABEL_1
there is no point buying this if you live in australia,LABEL_0
kingsmen,LABEL_1
350 i pass,LABEL_1
i would lose that umbrella in 5 8 seconds like i do with all my umbrellas ,LABEL_0
stupid,LABEL_0
the swat team is going to be using this,LABEL_1
whoa dollar350 with umbrella for real ,LABEL_1
umbrella specialist,LABEL_1
i want lissa warrior,LABEL_1
 flies to china ,LABEL_1
indestructible umbrella meet raincoat poncho ,LABEL_1
if i pay dollar350 for a umbrella i better fly like mary poppins,LABEL_1
i low key thought she was gonna get blown into the road ,LABEL_1
last time i checked the titanic was said to be unsinkable nothing can be unbreakable ,LABEL_1
she bout to fly away ,LABEL_1
 0 32 man really just said virginity,LABEL_0
boi dollar350 it anit gonna work,LABEL_1
 0 40 when the teacher about to mix salt and water together in science,LABEL_1
a,LABEL_1
i love how she wears bullet proof glasses for ear,LABEL_2
it is marry poppin is umbrella,LABEL_1
she was about to fly away like merry poppins,LABEL_1
i one time took an umbrella of my friends and returned with it completely destroyed i should have just withstood the storm,LABEL_0
this is it ,LABEL_1
i found a davek umbrella on the subway here in new york city a number of years ago it was smaller than this i did not know they were so expensive it did last me a long time i left it in a lyft had i known i would have paid lyft to drive it back to me ,LABEL_1
all that air drug when walking does not make it that useful,LABEL_0
umbrella is like a shield put your umbrella is roof in front where the wind came from i do this everyday in order not to destroy the umbrella ,LABEL_1
i was expecting to hear titanium kevlar and carbon fiber for dollar350,LABEL_1
just a matter of time b4 someone gets pulled into traffic by one because they will not let go in time ,LABEL_0
350 for an umbrella no thanks i will stick with my broken umbrella during storms,LABEL_0
this better be the kingsman umbrella,LABEL_1
manners maketh man,LABEL_1
inside editon it has even happened to president trump  me ogey ,LABEL_1
im not gonna buy that,LABEL_0
 mary poppins would like to know your location ,LABEL_1
im not gonna pay dollar350 dollar for an umbrella,LABEL_0
does not matter what it does if you spend dollar350 on an umbrella you are dumb ,LABEL_0
if your paying 350 dollars for an umbrella you already lost ,LABEL_0
hand it russian hacker taras he know what to do with the umbrella ,LABEL_1
company makes indestructible umbrella hong kong protestors oh yeah its gamer time ,LABEL_2
impressive but i am good with my dollar20 rain jacket from walmart ,LABEL_2
in usa people get rich by salling stupid stuff like this who pays for an umbrella 350dollar wow,LABEL_0
its 2am why am i watching this i need to be up in 2 hours ,LABEL_0
seeing that how much that wind machine blew the umbrella ima order 5 10 of them and become mary popins,LABEL_1
 0 08 was that thunder ,LABEL_1
hong kong want to know your location,LABEL_1
inside edition wind machine me lol it is just a giant fan,LABEL_2
wtf ,LABEL_0
i am bout to go kingsmen,LABEL_1
where is lisa guerrero ,LABEL_1
 umbrella is holding up almost flies onto the street,LABEL_1
if it does not stop bullets or have a display screen in then hell no ,LABEL_0
give it to your child and they will take off,LABEL_1
so it is safe to jump off a roof with this umbrella ,LABEL_1
might be indestructible but for dollar350 i am expecting to levitate a few feet under a gust of wind ,LABEL_1
